catalog,number,species,location,sex,coords.1.X,coords.1.Y,coords.2.X,coords.2.Y,coords.3.X,coords.3.Y,coords.4.X,coords.4.Y,coords.5.X,coords.5.Y,coords.6.X,coords.6.Y,coords.7.X,coords.7.Y,coords.8.X,coords.8.Y,coords.9.X,coords.9.Y,Csize
UCSB,IZC00030121,farinosus,island,female,0.315453508,-0.251280061,0.384449603,-0.103059583,0.136570905,0.109035681,0.111013464,0.193365015,-0.190519529,0.275133884,-0.33615919,0.405447696,-0.116414461,-0.108179015,-0.162419717,-0.21806825,-0.141974581,-0.302395366,3.083635964
UCSB,IZC00034799,farinosus,island,female,0.325156961,-0.246416712,0.39135526,-0.082776838,0.142471595,0.109834458,0.102504274,0.205804854,-0.192226343,0.280077956,-0.300252762,0.383885421,-0.128186742,-0.11100779,-0.186642067,-0.229292553,-0.154180175,-0.310108794,3.173014916
UCSB,IZC00030122,farinosus,island,female,0.326769071,-0.248958618,0.390400171,-0.08597722,0.130495006,0.125143213,0.101691022,0.203455648,-0.182937321,0.273909821,-0.299908384,0.386469751,-0.126432096,-0.104491386,-0.180646835,-0.230225661,-0.159430635,-0.319325548,3.00875706
UCSB,IZC00034847,farinosus,island,female,0.318055602,-0.249091308,0.389681628,-0.094482359,0.138217405,0.113647766,0.108712494,0.19755349,-0.196941856,0.279489938,-0.316429269,0.392607858,-0.116391635,-0.110448315,-0.173348876,-0.223901125,-0.151555492,-0.305375945,3.128660127
UCSB,IZC00030348,farinosus,island,female,0.312608588,-0.252082515,0.388449211,-0.093527735,0.127002542,0.121537416,0.100461994,0.207399824,-0.189939466,0.280971715,-0.306316823,0.394650758,-0.105469704,-0.108516744,-0.172879188,-0.236244104,-0.153917153,-0.314188615,3.096881602
UCSB,IZC00012025,ligatus,island,female,0.314696688,-0.264692692,0.349829909,-0.086583161,0.124800728,0.132858585,0.102669298,0.212269091,-0.191257975,0.284962762,-0.317861014,0.404684172,-0.103258745,-0.109099441,-0.15226974,-0.244655797,-0.127349149,-0.329743518,2.054828417
UCSB,IZC00012309,ligatus,island,male,0.324369598,-0.262414131,0.329120073,-0.070160909,0.121266399,0.13503526,0.084947491,0.228944538,-0.165971544,0.292715358,-0.297317755,0.404799403,-0.10602645,-0.116248538,-0.157477687,-0.266420872,-0.132910125,-0.34625011,2.030402857
UCSB,IZC00012355,ligatus,island,male,0.327078228,-0.251520017,0.34490472,-0.067139175,0.129001193,0.129788521,0.09247641,0.220592126,-0.164732026,0.285010486,-0.305150982,0.396392335,-0.10941896,-0.112154407,-0.171442237,-0.257670106,-0.142716346,-0.343299763,2.227401166
UCSB,IZC00012434,ligatus,island,male,0.322718677,-0.258576308,0.345140778,-0.079634076,0.132696096,0.12733891,0.099168527,0.214027174,-0.186012883,0.284012608,-0.314597543,0.404281138,-0.107839937,-0.115850668,-0.158207464,-0.247252093,-0.133066251,-0.328346686,2.067531486
UCSB,IZC00001300,ligatus,mainland,female,0.334509477,-0.255307473,0.365949707,-0.088434587,0.123526954,0.125130369,0.099583295,0.206542469,-0.192285033,0.285136964,-0.313501033,0.391923138,-0.119903641,-0.112927255,-0.157289265,-0.230293227,-0.14059046,-0.321770398,2.34434566
UCSB,IZC00003556,ligatus,mainland,female,0.332556891,-0.249632997,0.367424984,-0.076368419,0.13247405,0.129407486,0.100380944,0.206198752,-0.189204484,0.275870061,-0.307908404,0.389900551,-0.112917624,-0.107976359,-0.172494157,-0.241597354,-0.1503122,-0.325801723,2.362810727
UCSB,IZC00012042,ligatus,mainland,female,0.324179414,-0.254053828,0.358776033,-0.083407145,0.137408618,0.124471352,0.10271755,0.209775387,-0.190585025,0.281653386,-0.318602234,0.396250889,-0.115786922,-0.115575658,-0.163733512,-0.23557127,-0.13437392,-0.323543113,2.180910543
UCSB,IZC00012044,ligatus,mainland,female,0.324894843,-0.258259154,0.355556334,-0.080299308,0.132395823,0.130985712,0.105350803,0.210603476,-0.196001259,0.280861816,-0.31131381,0.396129842,-0.112258025,-0.115416789,-0.157273774,-0.238620604,-0.141350936,-0.325984991,2.132302156
UCSB,IZC00012359,ligatus,mainland,female,0.328382791,-0.258186546,0.345576336,-0.076421145,0.132137272,0.130190101,0.106974665,0.208546683,-0.189201894,0.284245802,-0.312301504,0.399587639,-0.117517316,-0.11619357,-0.159605992,-0.2467062,-0.134444357,-0.325062765,2.132920073
UCSB,IZC00012431,ligatus,mainland,female,0.316605194,-0.262442609,0.349697471,-0.078330139,0.132720017,0.126241938,0.104404904,0.208126314,-0.192603421,0.286906305,-0.318094466,0.403815593,-0.108918013,-0.114141171,-0.154735251,-0.242840013,-0.129076435,-0.327336219,2.219746008
UCSB,IZC00012437,ligatus,mainland,female,0.332676393,-0.253199844,0.350002491,-0.07802852,0.141747815,0.122835766,0.107913278,0.21075711,-0.196958562,0.284885286,-0.31300696,0.389397788,-0.112443559,-0.111556715,-0.163936821,-0.241303141,-0.145994074,-0.323787732,2.176674636
UCSB,IZC00012446,ligatus,mainland,male,0.3102636,-0.258745251,0.339381511,-0.070681706,0.143249023,0.138802216,0.098888581,0.231083965,-0.181553636,0.286207895,-0.302201263,0.39058434,-0.10493867,-0.112865096,-0.164980365,-0.255420036,-0.13810878,-0.348966326,2.321984434
UCSB,IZC00012448,ligatus,mainland,male,0.3040418,-0.256351234,0.343045252,-0.081065239,0.123755446,0.13711375,0.084591737,0.227741693,-0.180032825,0.296245529,-0.2940435,0.408111976,-0.107873161,-0.122466542,-0.153496817,-0.257861397,-0.119987934,-0.351468536,2.037141309
UCSB,IZC00012458,ligatus,mainland,female,0.33389293,-0.253412711,0.362302836,-0.084343265,0.132095874,0.121149013,0.102731499,0.203461056,-0.197933861,0.282448851,-0.314224288,0.395157872,-0.115719675,-0.111292465,-0.166253939,-0.235428168,-0.136891376,-0.317740181,2.323024753
UCSB,IZC00026425,ligatus,mainland,female,0.324970177,-0.253665735,0.362619523,-0.080021899,0.131537226,0.126304457,0.095677577,0.214191961,-0.175505706,0.277777321,-0.318420924,0.396332286,-0.115190694,-0.112002637,-0.164819336,-0.245255113,-0.140867842,-0.323660641,2.431465547
UCSB,IZC00028191,ligatus,mainland,female,0.3196687,-0.256018231,0.352780654,-0.081576157,0.126463059,0.127493616,0.090661415,0.223145425,-0.17333217,0.282861963,-0.311216767,0.402838648,-0.115416324,-0.115742939,-0.157817599,-0.250011386,-0.131790968,-0.33299094,2.32591844
UCSB,IZC00028636,ligatus,mainland,female,0.328637994,-0.252111284,0.358583313,-0.081380055,0.133726634,0.129792656,0.10138859,0.210035593,-0.186193053,0.280943926,-0.31246325,0.393940632,-0.121960786,-0.114786315,-0.160335163,-0.240589652,-0.141384278,-0.325845501,2.572372162
UCSB,IZC00028854,ligatus,mainland,female,0.328052746,-0.250105105,0.352994474,-0.074480433,0.130764484,0.129128605,0.106392153,0.212273419,-0.186273981,0.28341489,-0.305004905,0.3936441,-0.121576162,-0.114100513,-0.167387328,-0.245917721,-0.13796148,-0.333857242,2.346596162
UCSB,IZC00028872,ligatus,mainland,female,0.332836706,-0.256028522,0.362892187,-0.083209069,0.129962849,0.127179629,0.09489847,0.209832717,-0.183116871,0.277458111,-0.315861255,0.395175376,-0.115491265,-0.110760729,-0.165583574,-0.23849722,-0.140537246,-0.321150292,2.30725636
UCSB,IZC00030129,ligatus,mainland,female,0.327799589,-0.24863178,0.345641418,-0.082690392,0.140012853,0.124167695,0.113579055,0.210382702,-0.197355035,0.279109767,-0.314172024,0.401204289,-0.120259019,-0.117976054,-0.163582046,-0.238383268,-0.131664791,-0.327182959,2.13097224
UCSB,IZC00030181,ligatus,mainland,female,0.328857221,-0.253747145,0.359281444,-0.081403756,0.13523193,0.125104495,0.110680468,0.211885279,-0.198236398,0.281033348,-0.312871342,0.386810211,-0.112211091,-0.10476979,-0.166359353,-0.239044265,-0.144372878,-0.325868378,2.254292355
UCSB,IZC00030269,ligatus,mainland,female,0.326317759,-0.25886512,0.354219924,-0.078385509,0.132065198,0.128602448,0.098401048,0.212519284,-0.19054127,0.278959989,-0.309517126,0.398788715,-0.109911468,-0.109317806,-0.165015451,-0.243064361,-0.136018616,-0.329237639,2.522604543
UCSB,IZC00034038,ligatus,mainland,female,0.326322739,-0.254716837,0.350910474,-0.079970136,0.124328914,0.139057918,0.099212672,0.213876256,-0.183768249,0.285062456,-0.302712321,0.395778248,-0.113305114,-0.116230565,-0.164702792,-0.247069435,-0.136286322,-0.335787905,2.062892356
UCSB,IZC00034513,ligatus,mainland,female,0.338455978,-0.241090581,0.39183899,-0.088370386,0.134153815,0.115265932,0.103938676,0.190732083,-0.198774921,0.273047805,-0.32118775,0.38947433,-0.127977282,-0.112170305,-0.175342082,-0.224597484,-0.145105425,-0.302291395,2.991577881
UCSB,IZC00034522,ligatus,mainland,female,0.324971463,-0.25556355,0.341515631,-0.079876363,0.132158728,0.12624116,0.101392701,0.212648409,-0.183101188,0.282052185,-0.317078201,0.407383895,-0.107385052,-0.116608839,-0.160225371,-0.244933334,-0.132248711,-0.331343563,2.085563552
UCSB,IZC00034592,ligatus,mainland,female,0.330602854,-0.248276408,0.350678344,-0.078555126,0.141096717,0.123254771,0.114388278,0.205130877,-0.19276461,0.278492638,-0.320738097,0.394396142,-0.111042723,-0.108603784,-0.166746283,-0.238124109,-0.145474479,-0.327715001,2.208415561
UCSB,IZC00034801,ligatus,mainland,female,0.323947436,-0.257715133,0.359363136,-0.084128977,0.126080541,0.129951427,0.092067312,0.213667984,-0.190799547,0.287645883,-0.303256873,0.396108892,-0.115937746,-0.109078025,-0.159942032,-0.246352615,-0.131522226,-0.330099436,2.066794983
UCSB,IZC00034809,ligatus,mainland,female,0.327733134,-0.25157941,0.350711052,-0.078655872,0.133689268,0.123519788,0.101621105,0.209423818,-0.178218109,0.282856329,-0.320866299,0.402556316,-0.114889185,-0.121992688,-0.16341309,-0.245857298,-0.136367876,-0.320270984,2.06100743
UCSB,IZC00036237,ligatus,mainland,female,0.317258647,-0.224896531,0.36900162,-0.091700678,0.134517123,0.124799335,0.103902238,0.207305257,-0.187309726,0.283088959,-0.308375649,0.400087261,-0.127039072,-0.117505418,-0.161265873,-0.250555546,-0.140689308,-0.330622639,2.307625125
UCSB,IZC00036334,ligatus,mainland,female,0.335976917,-0.257659288,0.357964647,-0.082583592,0.129635686,0.128509927,0.090990425,0.213819916,-0.185596389,0.280990389,-0.305116808,0.395001922,-0.128056862,-0.114346313,-0.162313537,-0.237748065,-0.133484079,-0.325984895,2.313724087
UCSB,IZC00036335,ligatus,mainland,female,0.339272685,-0.255294679,0.357550146,-0.078693941,0.125714718,0.127483009,0.097801518,0.206693714,-0.185775579,0.283634818,-0.306461921,0.394192919,-0.127337665,-0.11324952,-0.161832383,-0.240370571,-0.138931519,-0.324395749,2.352243101
UCSB,IZC00036873,ligatus,mainland,female,0.328051163,-0.260548275,0.360888585,-0.078019625,0.137576513,0.119786932,0.104143609,0.210823099,-0.19442037,0.275953182,-0.318189754,0.394943235,-0.116348781,-0.107781067,-0.166211963,-0.234575995,-0.135489002,-0.320581486,2.262167589
UCSB,IZC00037027,ligatus,mainland,female,0.326459445,-0.257396014,0.358550616,-0.094276764,0.124397761,0.13496831,0.098203529,0.217074034,-0.184430422,0.280694913,-0.316512109,0.394151672,-0.110446377,-0.110015866,-0.161225182,-0.242909517,-0.134997261,-0.322290768,2.121353619
UCSB,IZC00037365,ligatus,mainland,female,0.334412151,-0.232035284,0.368547198,-0.091103411,0.137532219,0.121271812,0.092372487,0.212782715,-0.177250291,0.276840441,-0.314942188,0.395182359,-0.122304756,-0.121606093,-0.166939939,-0.243806591,-0.15142688,-0.317525948,2.410844454
UCSB,IZC00037381,ligatus,mainland,female,0.334398636,-0.225795537,0.35997926,-0.087003623,0.136977295,0.119374639,0.101986873,0.203697764,-0.182472258,0.27890775,-0.312941374,0.400293893,-0.119877025,-0.115036948,-0.169317371,-0.243942443,-0.148734035,-0.330495494,2.39854778
UCSB,IZC00037388,ligatus,mainland,female,0.312306681,-0.259911316,0.362736765,-0.076976075,0.13380289,0.126599085,0.10385515,0.211734412,-0.189000348,0.280568675,-0.317383013,0.398074597,-0.115069608,-0.110212791,-0.159148334,-0.239565726,-0.132100184,-0.330310862,2.046177179
UCSB,IZC00037451,ligatus,mainland,female,0.326775199,-0.254234884,0.367272005,-0.076981738,0.142974483,0.12461486,0.103631885,0.208033519,-0.189834143,0.272191195,-0.320123146,0.391342289,-0.1153614,-0.108617336,-0.169300932,-0.239845342,-0.146033951,-0.316502563,2.235902578
UCSB,IZC00034532,rubicundus,island,female,0.352822,-0.222093196,0.389453722,-0.062958723,0.118472231,0.125808272,0.08631078,0.202937762,-0.224782695,0.265027683,-0.340099388,0.366056557,-0.106240094,-0.116203489,-0.146673416,-0.239929769,-0.129263139,-0.318645098,2.718087737
UCSB,IZC00034508,rubicundus,island,female,0.339801895,-0.222010938,0.394938404,-0.055444369,0.124007031,0.122802114,0.086975194,0.209805484,-0.207507996,0.262075252,-0.348607946,0.364893291,-0.112872466,-0.118794331,-0.155432985,-0.239289089,-0.121301129,-0.324037415,3.079641548
UCSB,IZC00034741,rubicundus,mainland,female,0.357204337,-0.217066423,0.390317597,-0.051507704,0.1163933,0.129102156,0.08930105,0.201346722,-0.205694696,0.25853954,-0.341151663,0.36389473,-0.11237922,-0.117730527,-0.154521412,-0.241147019,-0.139469294,-0.325431474,2.678966045
UCSB,IZC00012013,rubicundus,mainland,female,0.345014509,-0.222383853,0.396422698,-0.051824664,0.121010295,0.132601303,0.08513553,0.207082487,-0.199638206,0.258536091,-0.344394686,0.360097344,-0.116816533,-0.114496109,-0.159343258,-0.239994764,-0.12739035,-0.329617836,2.775844931
UCSB,IZC00003754,tripartitus,island,female,0.32826241,-0.254694554,0.335961033,-0.066479761,0.152254344,0.11949815,0.11479703,0.218071917,-0.156537729,0.277607585,-0.280142874,0.404878266,-0.132064439,-0.121461414,-0.196596169,-0.247632694,-0.165933607,-0.329787495,1.731862614
UCSB,IZC00030014,tripartitus,island,female,0.353223242,-0.251294881,0.347168272,-0.072150197,0.141314438,0.113022568,0.118704531,0.203885949,-0.166080964,0.276289884,-0.283383139,0.394849372,-0.130927272,-0.11211882,-0.199650528,-0.232707057,-0.18036858,-0.319776819,1.639983761
UCSB,IZC00030019,tripartitus,island,female,0.347746047,-0.250530635,0.347460576,-0.064570938,0.140161995,0.121071163,0.108448135,0.208740691,-0.158316458,0.274994288,-0.267277743,0.397630816,-0.140164319,-0.117952865,-0.203136037,-0.237346174,-0.174922196,-0.332036346,1.676225186
UCSB,IZC00030048,tripartitus,island,female,0.336240568,-0.239016151,0.35717507,-0.077607869,0.141376529,0.122386907,0.108783329,0.215481504,-0.153137768,0.275506386,-0.27545428,0.396966266,-0.133806828,-0.122359872,-0.194296179,-0.251629164,-0.186880441,-0.319728007,1.632003008
UCSB,IZC00030063,tripartitus,island,female,0.326585892,-0.24401265,0.342544715,-0.067844643,0.151727036,0.128521546,0.121829904,0.206808905,-0.156642714,0.281719019,-0.27719767,0.399722531,-0.143860714,-0.124147899,-0.194235244,-0.249299313,-0.170751206,-0.331467497,1.765723118
UCSB,IZC00030067,tripartitus,island,female,0.343090096,-0.250385492,0.338095243,-0.063899161,0.13970076,0.117407759,0.109665335,0.206458594,-0.147933079,0.275584392,-0.275957977,0.410387504,-0.144279867,-0.118298075,-0.196205893,-0.24410271,-0.166174619,-0.333152811,1.683315854
UCSB,IZC00030095,tripartitus,island,female,0.350777981,-0.254598527,0.342298864,-0.067461322,0.13946823,0.118917234,0.119904389,0.201808384,-0.168901718,0.279043388,-0.277012721,0.394887522,-0.130057469,-0.110940618,-0.193900668,-0.228318482,-0.182576887,-0.333337579,1.575546644
UCSB,IZC00030111,tripartitus,island,female,0.349823384,-0.262755216,0.339362018,-0.081241557,0.13280658,0.120969759,0.106677352,0.207833617,-0.160282406,0.279593429,-0.285020181,0.406497632,-0.128198523,-0.118164351,-0.185441884,-0.231088897,-0.169726341,-0.321644416,1.684213808
UCSB,IZC00030123,tripartitus,island,female,0.335751968,-0.256056667,0.342440807,-0.073787044,0.142376409,0.119105873,0.115854707,0.207255078,-0.166996344,0.278832649,-0.280503781,0.40708075,-0.135342779,-0.118059522,-0.18651399,-0.23641936,-0.167066997,-0.327951757,1.667797927
UCSB,IZC00030131,tripartitus,island,female,0.334358172,-0.256143003,0.347559111,-0.073837849,0.140598593,0.131867806,0.105949009,0.217738609,-0.148714421,0.275431141,-0.276328012,0.398846879,-0.137183046,-0.123453287,-0.198718458,-0.24400383,-0.167520947,-0.326446465,1.700718887
UCSB,IZC00030139,tripartitus,island,female,0.366781699,-0.247427447,0.344486112,-0.069845938,0.144987534,0.113776171,0.110790058,0.202891714,-0.161244383,0.270534767,-0.276522052,0.392697925,-0.141764532,-0.109097375,-0.200175594,-0.228815675,-0.18733884,-0.324714142,1.65009456
UCSB,IZC00030146,tripartitus,island,female,0.337529871,-0.25007589,0.351111506,-0.076373923,0.137813559,0.117815025,0.109134859,0.213403307,-0.149791361,0.27631167,-0.284892366,0.403432401,-0.134258798,-0.120558601,-0.194082216,-0.244800613,-0.172565054,-0.319153376,1.650471881
UCSB,IZC00030155,tripartitus,island,female,0.336922844,-0.257789909,0.342477353,-0.078855732,0.128244488,0.129923763,0.096229121,0.223812619,-0.146225022,0.278537201,-0.270458095,0.40612874,-0.123207419,-0.122075155,-0.196009026,-0.248305869,-0.167974244,-0.331375657,1.595471962
UCSB,IZC00030168,tripartitus,island,female,0.351451418,-0.252442054,0.351290444,-0.070845897,0.15103045,0.11132802,0.099376735,0.209741431,-0.164811566,0.275875349,-0.274936706,0.395155626,-0.135919266,-0.1144005,-0.196145579,-0.230587214,-0.181335929,-0.32382476,1.57955839
UCSB,IZC00030194,tripartitus,island,female,0.33847778,-0.2471052,0.357040875,-0.073725613,0.146021136,0.115509444,0.116058801,0.20655676,-0.165885578,0.275461902,-0.282817242,0.39558496,-0.130301669,-0.115862647,-0.200997674,-0.232912886,-0.177596429,-0.323506722,1.778280881
UCSB,IZC00030212,tripartitus,island,female,0.327831917,-0.258697669,0.340595038,-0.070282796,0.15391798,0.130350577,0.105483656,0.216324731,-0.15160027,0.277242761,-0.283025184,0.403290391,-0.131415478,-0.13046344,-0.188404417,-0.243749393,-0.173383241,-0.324015162,1.60005777
UCSB,IZC00030229,tripartitus,island,female,0.326969997,-0.249959159,0.341375767,-0.068990598,0.155083844,0.124332203,0.112971101,0.209686949,-0.156694974,0.278013019,-0.282849277,0.404474741,-0.131744089,-0.12153488,-0.188476927,-0.247082238,-0.176635442,-0.328940037,1.748929478
UCSB,IZC00030263,tripartitus,island,female,0.330802028,-0.254893745,0.337352942,-0.069077814,0.143918841,0.129081192,0.120665673,0.209693239,-0.155617138,0.27804572,-0.281950475,0.405774142,-0.135426751,-0.125389887,-0.191239423,-0.249722114,-0.168505696,-0.323510733,1.709395286
UCSB,IZC00030275,tripartitus,island,female,0.333097664,-0.246998822,0.334664238,-0.077037406,0.149487227,0.110019542,0.121527239,0.206026776,-0.164309075,0.275951086,-0.291063665,0.416698988,-0.132954443,-0.119267383,-0.18516418,-0.234538341,-0.165285004,-0.33085444,1.473255934
UCSB,IZC00030289,tripartitus,island,female,0.329756158,-0.230552504,0.358842599,-0.073421401,0.152481682,0.120556942,0.119323706,0.204436171,-0.164785457,0.277148412,-0.273744588,0.396037179,-0.138935728,-0.11938346,-0.202905799,-0.247009769,-0.180032573,-0.32781157,1.723909551
UCSB,IZC00030320,tripartitus,island,female,0.348709623,-0.250847559,0.343203565,-0.069334161,0.147659546,0.120656068,0.107257354,0.213402508,-0.156930816,0.271817969,-0.273060861,0.3982003,-0.141910255,-0.117920867,-0.196570151,-0.240975262,-0.178358004,-0.324998998,1.785776596
UCSB,IZC00030327,tripartitus,island,female,0.354865807,-0.254677789,0.357382695,-0.078795974,0.13734065,0.109184838,0.108538898,0.207995346,-0.165753762,0.276456507,-0.281979829,0.394172771,-0.141817538,-0.111842649,-0.196104691,-0.227398735,-0.17247223,-0.315094316,1.475923482
UCSB,IZC00030336,tripartitus,island,female,0.349098453,-0.251149726,0.355513802,-0.073938649,0.135362216,0.125803169,0.103222517,0.211332894,-0.151394971,0.272269498,-0.271875714,0.396167183,-0.146200736,-0.119995968,-0.199591282,-0.237663788,-0.174134285,-0.322824612,1.748012267
UCSB,IZC00030350,tripartitus,island,female,0.342423795,-0.254842496,0.341002778,-0.075682463,0.130972841,0.129891669,0.096440363,0.211362754,-0.145715714,0.283437454,-0.270976616,0.405375051,-0.134393712,-0.121230665,-0.188391613,-0.241011763,-0.171362123,-0.33729954,1.642387343
UCSB,IZC00030361,tripartitus,island,female,0.35014311,-0.2517707,0.344171028,-0.069942538,0.142235028,0.116214147,0.109375197,0.217214411,-0.160798557,0.276505111,-0.270845734,0.39394848,-0.137927161,-0.118487071,-0.195815173,-0.234718879,-0.180537738,-0.328962962,1.671311177
UCSB,IZC00030374,tripartitus,island,female,0.342691702,-0.248774041,0.353938124,-0.063305907,0.145953417,0.119710554,0.113827785,0.210496512,-0.16530546,0.278115308,-0.267905785,0.387498991,-0.137337813,-0.116389958,-0.202240807,-0.235543421,-0.183621163,-0.331808039,1.794873476
UCSB,IZC00030382,tripartitus,island,female,0.35009027,-0.262740789,0.345454595,-0.074073187,0.131769666,0.123372995,0.097477614,0.204398158,-0.151112318,0.269286786,-0.283283512,0.41304238,-0.129633519,-0.116950407,-0.184724654,-0.231914471,-0.176038143,-0.324421465,1.397782281
UCSB,IZC00030397,tripartitus,island,female,0.342852608,-0.259798953,0.340267119,-0.069424641,0.143542174,0.125635444,0.109398618,0.213054394,-0.162466423,0.278933061,-0.270281815,0.398306534,-0.142447041,-0.116264489,-0.191962851,-0.245097151,-0.168902389,-0.3253442,1.587135849
UCSB,IZC00030414,tripartitus,island,female,0.333693121,-0.249952123,0.340239185,-0.06327859,0.146160685,0.123256782,0.106211266,0.217308474,-0.155628876,0.28044207,-0.264287389,0.403302626,-0.138167233,-0.12799885,-0.195555217,-0.251571146,-0.172665542,-0.331509242,1.691538423
UCSB,IZC00030442,tripartitus,island,female,0.336585882,-0.258559372,0.335164214,-0.069297939,0.141136866,0.122078002,0.105802432,0.209108178,-0.157106746,0.278615287,-0.277091689,0.412807601,-0.127255315,-0.117891921,-0.189459608,-0.246831639,-0.167776035,-0.330028197,1.710822952
UCSB,IZC00030451,tripartitus,island,female,0.335750544,-0.253372201,0.337879422,-0.064075346,0.139744584,0.12383435,0.118921498,0.21508926,-0.164287217,0.283806493,-0.264954876,0.397806503,-0.136065648,-0.120640126,-0.195743765,-0.247396532,-0.171244543,-0.335052401,1.597488122
UCSB,IZC00030463,tripartitus,island,female,0.319096759,-0.247081878,0.342637145,-0.065646012,0.149573291,0.128591057,0.124265489,0.218187501,-0.155063942,0.277504426,-0.274943231,0.399735501,-0.142948508,-0.12229806,-0.190638666,-0.252823435,-0.171978337,-0.336169101,1.824581273
UCSB,IZC00030467,tripartitus,island,female,0.346015294,-0.257212314,0.345908451,-0.071668354,0.143511249,0.123398242,0.098744903,0.21534603,-0.150897117,0.277010263,-0.275707499,0.397302728,-0.136940222,-0.120332387,-0.194361749,-0.240671421,-0.176273309,-0.323172788,1.765672087
UCSB,IZC00030506,tripartitus,island,female,0.31651162,-0.248038105,0.34591154,-0.068151187,0.151490983,0.126857724,0.119772186,0.210992575,-0.164396259,0.279923291,-0.276256334,0.405693437,-0.132126583,-0.127475207,-0.191137369,-0.247380502,-0.169769784,-0.332422026,1.698922632
UCSB,IZC00030539,tripartitus,island,female,0.338724912,-0.25407517,0.345684504,-0.078401338,0.128195708,0.126898344,0.101005474,0.209934821,-0.150192232,0.275974463,-0.276027111,0.415920175,-0.131724389,-0.130682769,-0.191425107,-0.241266634,-0.164241759,-0.324301893,1.519700073
UCSB,IZC00030903,tripartitus,island,female,0.338494459,-0.23469141,0.357562972,-0.067382411,0.148683555,0.120732359,0.122586003,0.207191832,-0.157768626,0.268792751,-0.275615557,0.393587864,-0.14381995,-0.11730202,-0.204693336,-0.24768661,-0.185429521,-0.323242355,1.629725492
UCSB,IZC00030951,tripartitus,island,female,0.350040939,-0.249817813,0.35324639,-0.076724272,0.135989233,0.114744642,0.109888754,0.209137546,-0.159876801,0.275056967,-0.280986131,0.395785965,-0.128505422,-0.109859191,-0.197059324,-0.234363489,-0.182737637,-0.323960355,1.453783093
UCSB,IZC00031103,tripartitus,island,female,0.325486177,-0.253801139,0.342868985,-0.068844714,0.142443762,0.123173929,0.111557623,0.215137513,-0.153159436,0.277669251,-0.280205952,0.40796487,-0.124879013,-0.121113024,-0.192465611,-0.250642121,-0.171646535,-0.329544565,1.76310502
UCSB,IZC00034036,tripartitus,island,female,0.344336172,-0.252282319,0.346185562,-0.072874358,0.137149014,0.121286529,0.111379788,0.210902817,-0.156861584,0.278583489,-0.276498373,0.399327076,-0.13847538,-0.120538114,-0.190660837,-0.238865709,-0.176554362,-0.325539411,1.593340865
UCSB,IZC00034060,tripartitus,island,female,0.327263181,-0.253189002,0.331034151,-0.072107757,0.153861646,0.119984937,0.119455712,0.207659746,-0.16166875,0.278727277,-0.28932853,0.411814984,-0.126506434,-0.120553886,-0.18686492,-0.235242308,-0.167246056,-0.337093991,1.624163394
UCSB,IZC00034574,tripartitus,island,female,0.351504483,-0.24880489,0.352697053,-0.075259785,0.148326578,0.118439129,0.103959133,0.213686716,-0.158519484,0.267971159,-0.277971163,0.394227735,-0.136606003,-0.11595183,-0.197722492,-0.23359299,-0.185668106,-0.320715243,1.618404578
UCSB,IZC00034616,tripartitus,island,female,0.33380938,-0.247615499,0.341333997,-0.0682471,0.143156414,0.123389091,0.10752741,0.218569322,-0.150204911,0.279396705,-0.268939271,0.401545274,-0.136536451,-0.119695622,-0.199108345,-0.253956426,-0.171038222,-0.333385745,1.802837221
UCSB,IZC00035255,tripartitus,island,female,0.320875672,-0.258647963,0.346667667,-0.067413957,0.14732946,0.124187626,0.110511382,0.21803767,-0.158883774,0.285994863,-0.274682194,0.395546654,-0.131507384,-0.112175274,-0.195357877,-0.249249267,-0.164952954,-0.336280351,1.820597754
UCSB,IZC00035328,tripartitus,island,female,0.346613428,-0.247478333,0.352138756,-0.073594531,0.142009135,0.112423597,0.099494074,0.209421406,-0.151389884,0.27689485,-0.27756986,0.401020363,-0.141234044,-0.112417049,-0.195831324,-0.238026487,-0.17423028,-0.328243815,1.73301956
UCSB,IZC00035447,tripartitus,island,unknown,0.352469459,-0.255683994,0.349344065,-0.06769998,0.137345563,0.116811643,0.101028198,0.206744679,-0.150784664,0.272198224,-0.278307378,0.402396923,-0.13732931,-0.117584753,-0.198137297,-0.230029253,-0.175628636,-0.32715349,1.710046879
UCSB,IZC00036964,tripartitus,island,female,0.326822215,-0.249878584,0.333836432,-0.06552963,0.149928104,0.13572059,0.117189942,0.214819105,-0.152621845,0.281293788,-0.270866636,0.400094033,-0.137105721,-0.126975956,-0.196666183,-0.255230777,-0.170516309,-0.334312569,1.74667415
UCSB,IZC00036968,tripartitus,island,female,0.33028239,-0.250106349,0.344282363,-0.077895275,0.141089233,0.123028294,0.118132107,0.212707145,-0.155421175,0.282268962,-0.287054783,0.401274259,-0.126961121,-0.121701812,-0.189879143,-0.245538968,-0.17446987,-0.324036255,1.536190288
UCSB,IZC00036971,tripartitus,island,female,0.354436754,-0.252666166,0.345229958,-0.06004426,0.143229942,0.116506033,0.110990067,0.206597888,-0.162273731,0.274870715,-0.269419105,0.394212311,-0.137141314,-0.117412101,-0.201697693,-0.232715482,-0.183354877,-0.329348939,1.654359955
